ASV	661Roey001-N1-2_S1	661Roey002-N1-3_S2	661Roey003-N1-4_S3	661Roey004-N1-5_S4	661Roey005-N1-6_S5	661Roey006-N1-7_S6	661Roey007-N1-8_S7	661Roey008-N1-9_S8	661Roey009-N1-10_S9	661Roey010-N1-11_S10	661Roey012-N3-2_S12	661Roey013-N3-3_S13	661Roey014-N3-4_S14	661Roey015-N3-5_S15	661Roey016-N3-6_S16	661Roey017-N3-7_S17	661Roey018-N3-8_S18	661Roey019-N3-9_S19	661Roey020-N3-10_S20	661Roey021-N3-11_S21	661Roey022-N5-2_S22	661Roey023-N5-3_S23	661Roey024-N5-4_S24	661Roey025-N5-5_S25	661Roey026-N5-6_S26	661Roey027-N5-7_S27	661Roey028-N5-8_S28	661Roey029-N5-9_S29	661Roey030-N5-10_S30	661Roey031-N5-11_S31	661Roey032-N7-2_S32	661Roey033-N7-3_S33	661Roey034-N7-4_S34	661Roey035-N7-5_S35	661Roey036-N7-6_S36	661Roey037-N7-7_S37	661Roey038-N7-8_S38	661Roey039-N7-9_S39	661Roey040-N7-10_S40	661Roey041-N7-11_S41	661Roey042-N9-2_S42	661Roey043-N9-3_S43	661Roey044-N9-4_S44	661Roey045-N9-5_S45	661Roey046-N9-6_S46	661Roey047-N9-7_S47	661Roey048-N9-8_S48	661Roey049-N9-9_S49	661Roey050-N9-10_S50	661Roey051-N9-11_S51	661Roey052-N11-2_S52	661Roey053-N11-3_S53	661Roey054-N11-4_S54	661Roey055-N11-5_S55	661Roey056-N11-6_S56	661Roey057-N11-7_S57	661Roey058-N11-8_S58	661Roey059-N11-9_S59	661Roey060-N11-10_S60	661Roey061-N11-11_S61	661Roey063-N13-2_S63	661Roey064-N13-3_S64	661Roey065-N13-4_S65	661Roey066-N13-5_S66	661Roey067-N13-6_S67	661Roey068-N13-7_S68	661Roey069-N13-8_S69	661Roey070-N13-9_S70	661Roey071-N13-10_S71	661Roey072-N13-11_S72	661Roey074-N15-2_S74	661Roey075-N15-3_S75	661Roey076-N15-4_S76	661Roey077-N15-5_S77	661Roey078-N15-6_S78	661Roey079-N15-7_S79	661Roey080-N15-8_S80	661Roey081-N15-9_S81	661Roey082-N15-10_S82	661Roey083-N15-11_S83	Angel085-N17-2_S85	Angel086-N17-3_S86	Angel087-N17-4_S87	Angel088-N17-5_S88	Angel089-N17-6_S89	Angel090-N17-7_S90	Angel091-N17-8_S91	Angel092-N17-9_S92	Angel093-N17-10_S93	Angel094-N17-11_S94	Angel095-N19-2_S95	Angel096-N19-3_S96	Angel097-N19-4_S97	Angel098-N19-5_S98	Angel099-N19-6_S99	Angel100-N19-7_S100	Angel101-N19-8_S101	Angel102-N19-9_S102	Angel103-N19-10_S103	Angel104-N19-11_S104	Angel105-TG1-2_S105	Angel106-TG1-3_S106	Angel107-TG1-4_S107	Angel108-TG1-5_S108	Angel109-TG1-6_S109	Angel110-TG1-7_S110	Angel111-TG1-8_S111	Angel112-TG1-9_S112	Angel113-TG1-10_S113	Angel114-TG1-11_S114	Angel115-TG3-2_S115	Angel116-TG3-3_S116	Angel117-TG3-4_S117	Angel118-TG3-5_S118	Angel119-TG3-6_S119	Angel120-TG3-7_S120	Angel121-TG3-8_S121	Angel122-TG3-9_S122	Angel123-TG3-10_S123	Angel124-TG3-11_S124	Angel125-TG5-2_S125	Angel126-TG5-3_S126	Angel127-TG5-4_S127	Angel128-TG5-5_S128	Angel129-TG5-6_S129	Angel130-TG5-7_S130	Angel131-TG5-8_S131	Angel132-TG5-9_S132	Angel133-TG5-10_S133	Angel134-TG5-11_S134	Angel135-TG7-2_S135	Angel136-TG7-3_S136	Angel137-TG7-4_S137	Angel138-TG7-5_S138	Angel139-TG7-6_S139	Angel140-TG7-7_S140	Angel141-TG7-8_S141	Angel142-TG7-9_S142	Angel143-TG7-10_S143	Angel144-TG7-11_S144	Angel145-TG9-2_S145	Angel146-TG9-3_S146	Angel147-TG9-4_S147	Angel148-TG9-5_S148	Angel149-TG9-6_S149	Angel150-TG9-7_S150	Angel151-TG9-8_S151	Angel152-TG9-9_S152	Angel153-TG9-10_S153	Angel154-TG9-11_S154	Roey155-TG11-2_S155	Roey156-TG11-3_S156	Roey157-TG11-4_S157	Roey158-TG11-5_S158	Roey159-TG11-6_S159	Roey160-TG11-7_S160	Roey161-TG11-8_S161	Roey162-TG11-9_S162	Roey163-TG11-10_S163	Roey164-TG11-11_S164	Roey165-TG13-2_S165	Roey166-TG13-3_S166	Roey167-TG13-4_S167	Roey168-TG13-5_S168	Roey169-TG13-6_S169	Roey170-TG13-7_S170	Roey171-TG13-8_S171	Roey172-TG13-9_S172	Roey173-TG13-10_S173	Roey174-TG13-11_S174	Roey175-TG15-2_S175	Roey176-TG15-3_S176	Roey177-TG15-4_S177	Roey178-TG15-5_S178	Roey179-TG15-6_S179	Roey180-TG15-7_S180	Roey181-TG15-8_S181	Roey182-TG15-9_S182	Roey183-TG15-10_S183	Roey184-TG15-11_S184	Roey185-TG17-2_S185	Roey186-TG17-3_S186	Roey187-TG17-4_S187	Roey188-TG17-5_S188	Roey189-TG17-6_S189	Roey190-TG17-7_S190	Roey191-TG17-8_S191	Roey192-TG17-9_S192	Roey193-TG17-10_S193	Roey194-TG17-11_S194	Roey195-TG19-2_S195	Roey196-TG19-3_S196	Roey197-TG19-4_S197	Roey198-TG19-5_S198	Roey199-TG19-6_S199	Roey200-TG19-7_S200	Roey201-TG19-8_S201	Roey202-TG19-9_S202	Roey203-TG19-10_S203	Roey204-TG19-11_S204
Seq_12	324	237	1484	0	137	0	0	0	357	0	0	26	125	298	0	103	0	0	210	0	0	0	2843	797	0	297	0	135	445	2	536	0	849	0	0	284	1169	171	395	0	0	0	0	2114	0	199	0	180	749	0	2409	1238	0	114	3580	1319	0	0	0	1772	335	0	793	1735	0	0	0	0	0	0	36	0	502	896	196	0	0	239	0	718	3216	9	0	340	0	0	0	0	0	0	0	0	1517	0	0	0	0	427	389	165	0	0	0	98	0	50	22	41	0	0	0	0	528	0	0	0	652	0	0	421	0	592	0	0	1573	2367	0	0	0	0	0	56	211	0	101	0	540	240	0	0	527	288	0	1003	0	0	3218	0	0	1206	0	1454	0	1484	0	517	166	3	374	10	776	588	9083	1481	0	3	0	771	0	0	0	1892	0	247	310	0	653	0	0	237	0	0	0	0	61	0	44	0	725	167	0	7	0	0	197	0	991	1418	0	0
Seq_13	270	44	0	283	192	2924	5666	1179	1063	4	222	1583	0	196	678	2390	10476	3288	1140	2328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	1094	1033	3414	6703	6237	4825	3778	1509	926	1144	0	0	367	0	2159	1219	7330	1030	888	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1153	1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0
Seq_14	150	0	1263	829	0	251	40	14	0	0	0	48	172	0	203	110	171	171	424	36	0	461	0	304	0	1108	0	32	0	18	101	0	949	1755	0	255	538	178	607	1033	2346	481	1539	698	33	253	1125	0	472	365	15	32	461	198	510	707	486	972	0	401	1161	1424	0	0	1597	37	0	685	1514	716	47	976	351	995	1514	0	502	1559	1350	0	0	2788	0	2006	959	157	650	0	37	0	959	41	197	0	85	27	0	385	557	0	691	0	122	615	0	37	50	0	60	42	1396	0	0	167	136	0	0	317	386	21	600	3506	0	1842	0	1552	0	0	1936	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	0	1137	1145	1181	0	0	2530	481	0	200	1322	0	0	138	1264	305	82	64	1166	64	0	642	2548	0	686	29	508	9	369	0	83	0	0	0	0	0	0	0	0	0	0
Seq_15	0	0	0	185	0	273	1361	1752	4301	0	410	0	149	53	221	176	433	2999	2383	1120	0	0	0	0	0	0	0	419	636	373	0	0	0	0	0	0	0	0	502	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	4812	6781	4398	0	0	0	2	0	0	0	0	0	0	131	198	1021	1859	842	879	502	355	60	88	0	0	0	10	7320	948	2924	768	1449	0	0	0	0	0	270	0	1348	1016	0	3	0	0	1	588	213	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	3998	4487	1199	3821	2250	2541	0
Seq_16	0	0	0	0	0	0	0	0	0	0	35	0	71	0	0	143	17	177	316	116	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	714	0	0	0	0	286	1606	2548	0	0	0	0	0	0	0	0	864	0	0	0	58	0	0	223	1442	501	6856	5745	0	0	0	0	0	0	0	962	5452	2790	0	0	0	0	0	0	0	516	9	0	0	0	0	0	0	37	5	0	31	9	0	0	0	0	0	0	7	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	1551	685	601	1729	2842	902	0	0	0	0	0	1249	669	333	19	0	0	0	13	173	0	1617	2300	3057	3820	2353	0	0	0	0	403	151	1157	1373	2939	1553	0	0	0	39	119	0	2555	2014	1580	203
Seq_17	143	0	448	45	205	2	21	4	308	3	15	0	2151	271	189	200	140	274	207	218	0	150	701	242	907	561	342	159	0	25	1173	713	1540	0	2546	567	1145	23	964	0	1511	1007	0	440	0	58	1567	726	13	71	725	933	771	306	478	807	120	114	500	493	1096	1073	0	0	886	1189	960	2528	489	846	529	61	154	1709	226	152	684	661	215	445	0	1648	0	0	3	27	471	0	340	79	0	545	469	0	683	1966	0	0	0	0	311	166	50	113	44	69	204	52	281	1	520	0	176	0	0	255	0	623	0	603	2058	0	0	0	520	1057	0	0	687	2809	0	0	0	2	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	54	995	168	84	0	1884	0	134	0	0	446	0	0	0	832	200	83	32	540	489	187	372	1366	593	0	0	310	581	224	53	0	0	2	0	0	0	0	0	2	0
Seq_19	230	141	297	535	413	1010	1345	765	711	4	1020	1144	428	237	435	523	1102	1149	398	222	0	0	0	0	0	0	0	421	302	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	1	0	286	1129	82	0	0	0	0	0	0	170	0	0	215	0	17	0	0	0	0	84	455	821	310	0	0	0	0	0	127	223	514	1287	420	0	113	0	0	0	0	0	64	0	0	1417	1129	1736	2429	3453	3750	4069	4703	3946	4315	466	0	0	238	99	1113	532	1195	1225	0	10	0	0	0	41	9	3	7	0	0	0	0	0	0	0	0	0	89	5	5	0	0	0	0	0	0	0	0	0	0	788	26	0	76	366	179	252	227	276	0	0	0	0	0	0	0	0	345	0	0	0	0	4	0	208	147	802	143	80	11	0	0	2	0	0	362	220	115	25	0	26	0	0	0	187	84	1139	2464	1621	3
Seq_20	0	0	0	0	153	646	607	90	0	655	164	61	151	0	308	450	1797	2235	638	965	0	0	0	0	0	0	420	743	65	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1674	600	0	0	0	0	0	0	0	0	0	0	209	378	1206	2217	1015	282	191	188	20	56	0	0	1933	6582	4952	8442	10773	1133	0	0	0	0	0	0	1377	1055	596	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	1602	1059	596	0	1021	457	718	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_22	0	135	0	0	37	0	349	226	397	0	1706	647	174	285	166	524	3916	4477	2603	3401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	907	1896	1811	0	0	0	0	0	0	0	976	1383	1168	0	0	0	0	0	0	0	0	320	0	939	40	574	459	811	1313	1234	1586	1418	1718	0	0	0	0	0	894	1168	1771	5	196	1	0	0	0	0	0	0	0	1360	29	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	795	633	0	0	0	0	0	0	1019	714	1619	1444	232	0	0	0	1	0	558	768	1020	1821	0
Seq_23	346	151	0	355	10	0	88	0	102	0	0	0	68	16	172	0	29	90	24	0	0	0	0	928	131	28	0	0	35	0	381	0	179	543	71	12	1285	58	590	199	978	0	412	493	1632	111	1538	107	1244	0	3287	0	23	1401	0	0	1510	1218	68	234	605	0	543	677	0	0	778	291	595	371	0	31	0	0	442	0	346	129	0	306	497	1021	43	0	0	929	1166	0	385	0	533	0	0	0	1267	0	351	0	0	0	176	0	5	0	0	26	46	18	302	222	0	0	301	464	2029	470	622	604	296	0	2242	756	907	312	848	0	0	0	814	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	885	0	999	1300	0	284	1009	0	764	313	285	204	453	59	76	0	130	0	418	438	1127	0	0	404	0	338	388	133	438	0	0	2	0	0	0	0	0	0	0
Seq_24	0	0	0	0	0	0	0	0	0	0	383	205	0	124	63	0	0	18	97	828	604	0	429	0	461	1294	0	162	143	0	237	0	0	0	0	1333	0	593	0	205	14	0	0	248	322	703	1506	259	184	561	1164	0	0	893	0	135	759	173	1175	429	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	20870	0	0	0	0	0	197	0	11	650	910	48	1250	1740	290	693	194	137	738	1427	2100	713	889	306	402	649	285	562
Seq_25	0	0	0	0	0	227	0	37	0	0	24	0	0	388	0	198	0	92	0	0	0	380	415	0	0	346	0	0	52	0	0	0	949	0	0	0	0	0	291	0	0	0	1500	0	0	0	0	0	0	243	0	792	0	731	0	0	0	0	0	766	0	0	0	0	0	1	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	0	0	0	2292	678	0	0	2812	1035	0	6999	46	0	196	0	2119	743	3552	0	0	535	0	0	188	0	0	0	160	0	0	595	0	1216	0	0	6	116	0	0	0	0	0	1283	0	0	0	2358	0	0	0	0	40	0	0	0	183	0	286	0	0	1976	0	637	0	0	0	0	0	8	0	1646	0	0	0	0	0	0	0	40	0	691	0	0	26	0	0	1851	0	2749	451	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	1116	0	0	0	0	1909	5	907	0	0	0	0	0
Seq_26	0	0	330	0	42	0	132	0	159	0	43	0	211	0	131	360	0	0	93	3	0	505	601	0	486	0	1003	0	35	0	541	2321	0	92	0	0	130	0	138	0	1540	0	0	0	24	203	2337	0	369	4	0	275	1390	393	297	1366	418	0	0	81	584	0	0	0	1032	156	0	0	422	3091	0	0	0	429	1484	0	1135	0	0	672	0	1295	1654	0	0	0	0	0	0	0	417	0	0	435	0	0	0	290	0	398	0	0	2	753	0	31	0	2	0	48	949	714	227	0	2019	0	163	0	0	403	421	2049	0	0	1296	0	0	357	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	108	0	0	0	1723	704	871	653	0	1103	0	1756	529	623	1416	0	0	168	0	390	0	251	0	0	0	0	0	0	0	0	0	0	0
Seq_27	0	0	0	70	326	136	75	26	168	0	20	0	178	142	47	445	177	49	74	0	354	0	69	0	0	1214	429	0	0	0	1395	0	0	0	974	697	0	35	0	35	910	1119	0	50	0	0	2026	243	0	200	282	0	303	494	1457	0	0	1014	179	118	746	0	0	284	1259	1279	818	532	0	717	253	744	0	267	170	0	471	1109	106	184	0	0	0	568	406	632	229	179	0	0	0	1069	0	0	0	0	405	286	324	0	0	0	137	340	79	10	100	25	30	0	0	1274	0	53	309	1940	501	338	895	91	0	0	401	230	0	1355	508	534	400	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	672	797	1065	0	1323	462	307	7	51	0	1422	112	0	196	0	0	588	9	0	523	0	600	0	539	42	589	0	773	98	0	0	2	0	0	0	0	0	0	0
Seq_28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	297	1633	2234	9923	8892	0	0	0	0	0	0	2417	4144	2701	663	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	753	186	0	0	0	0	0	5	0	470	57	0	0	45	56	0	6	31	182	61	65	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643	287	0	335	1179	583	1628	1447	3181	674	0	0	0	0	710	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	338	79	0	0	1	0	129	0	0	0	75	372	0
Seq_29	0	0	0	0	128	982	1450	244	484	0	406	37	42	208	303	593	1931	1293	246	73	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	763	3671	5519	4469	6926	4042	1857	1661	531	1368	0	0	414	0	435	0	1318	0	0	0	4	0	0	569	1841	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seq_30	0	0	0	0	0	0	40	29	9	0	0	0	10	0	0	0	0	122	15	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	700	0	1418	9848	8215	0	7	0	0	0	0	0	0	1375	900	0	0	0	0	0	0	0	0	0	0	0	0	114	91	211	112	90	76	332	52	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	221	484	0	466	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	1497	0	1032	0	0	0	0	0	1955	1362	5025	4791	1712	192	0	0	0	0	5	0	0	0	0	0	0
Seq_31	0	329	120	0	0	1309	2398	1158	759	1101	335	247	144	148	14	92	781	656	1170	408	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	280	0	398	0	0	0	0	0	0	0	0	0	0	0	1563	1486	1177	2429	3432	2576	2736	2816	1419	1731	0	0	304	107	3376	0	2064	1599	2023	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	345	0
Seq_32	0	0	0	0	0	0	27	158	709	640	273	58	0	89	0	0	925	1026	1781	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	366	989	1	0	0	0	0	0	0	0	0	0	737	1344	2243	3436	4895	5088	2695	2170	2171	1497	0	0	85	0	0	2327	1814	543	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	610	951	887	0	430
Seq_33	0	0	0	148	0	203	0	14	0	199	51	0	101	0	0	0	0	201	0	0	0	0	0	0	811	697	1160	119	17	0	482	0	1943	530	0	80	0	27	401	0	1405	0	1006	0	544	0	26	0	0	5	859	0	60	904	0	720	654	0	1	1793	5	721	226	861	0	324	1323	0	0	1001	110	562	0	619	0	0	0	406	0	0	981	0	0	0	0	31	0	0	124	0	0	0	417	0	0	0	302	181	0	0	228	0	0	0	62	162	0	0	0	48	0	0	84	698	5653	223	0	0	434	0	1014	1196	0	1166	0	597	347	132	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	939	1683	139	0	0	0	0	0	0	6	3	1012	684	0	139	0	473	0	4	0	0	0	0	0	1172	0	0	0	0	0	0	0	0	0	0	0
Seq_34	0	73	288	189	0	346	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	152	352	243	4857	10804	2916	0	0	0	0	0	0	146	0	0	0	34	0	102	529	130	150	150	122	130	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	75	186	0	0	0	0	0	1	121	176	318	0	0	0	0	7	11	381	1444	3837	8225	4208	1033
Seq_35	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	336	77	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	587	57	1454	3071	0	0	0	0	0	0	415	1095	1235	616	0	0	503	0	0	0	0	0	2213	3814	0	0	0	0	0	0	299	864	423	1970	0	0	0	0	0	0	0	596	435	0	0	0	200	33	29	21	43	31	157	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	668	2852	2040	259	0	0	0	0	0	4	0	441	0	0	0	768	0	0	0	1557	512	953	2882	1031	0	0	0	0	0	0	443	272	1672	749	0	0	0	0	0	0	380	637	573	0
Seq_36	0	401	191	348	0	585	510	415	480	0	324	1405	361	469	209	31	818	993	324	274	0	0	0	0	0	0	0	38	0	2	0	0	0	0	0	0	0	604	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	357	0	0	1578	602	0	0	0	0	0	0	0	772	2486	1013	65	0	0	0	0	0	0	0	0	0	265	663	302	43	626	630	636	735	672	614	0	0	0	368	0	5	0	2077	801	0	0	0	0	0	713	498	977	334	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	467	0	124	0	0	0	0	0	190	924	121	0	0	0	0	0	0	799	0	373	1301	481	315	0	1	0	0	0	0	2087	97	409	515	0	0	0	0	94	0	0	295	859	1938	0
Seq_37	0	224	0	444	419	133	888	27	1726	782	0	196	9	99	0	133	510	982	335	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	210	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	810	768	0	0	0	0	0	0	0	0	1012	4186	0	0	0	0	0	0	0	0	383	0	188	1471	2352	2743	1976	1406	945	1285	512	732	0	0	335	0	768	316	947	377	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	122	573	0	116	0	0	0	0	0	384	0	655	213	0	0	0	0	0	13	0	302	2329	189	929	1185
Seq_38	0	552	0	0	0	63	225	153	0	0	0	0	612	0	0	0	0	0	0	0	0	464	0	0	0	124	0	0	36	0	0	0	259	0	0	0	0	2	0	0	0	223	0	0	16	3455	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	139	0	0	0	1356	0	0	0	0	0	0	0	97	0	0	0	77	0	0	0	0	0	0	529	0	992	0	618	0	0	0	0	1261	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	956	0	408	0	0	0	0	0	0	0	0	0	707	199	4263	794	0	37	466	373	0	3155	0	0	509	439	0	7	220	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	347	0	83	0	0	0	407	0	0	0	0	0	1	0	0
Seq_39	0	22	0	309	71	1691	1644	996	0	1013	0	228	0	151	81	472	882	727	228	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	56	446	990	4520	3612	3876	2421	1437	625	1121	0	0	0	0	3851	4345	108	0	0	0	4	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
